representative,taxID,id_method,taxon,rank,score,kingdom,phylum,class,order,family,genus,species,path,scores,reason,NNtaxID,NNtaxon,NNrank,NNdistance
Zotu1841,2944,insect,Prorocentrum,genus,NA,,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,,NA,NA,-1,39450,Prorocentrum triestinum,species,0.0141
Zotu1842,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+21,ddddddddddcddddddddddd,3,3124,Coleochaete orbicularis,species,0.0959
Zotu1843,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+17,ddddddddddddddddcd,2,90923,Atriofronta polyvacuola,species,0.0713
Zotu1844,2864,insect,Dinophyceae,class,1,,,Dinophyceae,,,,,2.21211E+16,ddddddddddddddddd,3,46947,Geminigera cryophila,species,0.0694
Zotu1845,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+12,ddddddddddddd,2,160623,Adenoides eludens,species,0.1335
Zotu1846,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+23,ddddddddddHddddddddddddd,2,311387,Pseudokeronopsis flava,species,0.0893
Zotu1847,131567,insect,cellular organisms,no rank,1,,,,,,,,212212122,ddddddddd,2,119369,Neocalanus flemingeri,species,0.0462
Zotu1848,2864,insect,Dinophyceae,class,1,,,Dinophyceae,,,,,2.21211E+16,dddddYddddddddddd,2,393032,Ichthyodinium chabelardi,species,0.0586
Zotu1849,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+22,ddddddddddddd]ddddddddd,2,168245,Epistylis galea,species,0.1049
Zotu1850,2864,insect,Dinophyceae,class,1,,,Dinophyceae,,,,,2.21211E+16,dddddXddddddddddd,2,407301,Karlodinium veneficum,species,0.0426
Zotu1851,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21211E+11,dddddddddddd,2,1798043,Gymnoxanthella radiolariae,species,0.0434
Zotu1852,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+23,dddddBdddddddddddddddddd,3,66473,Pentapharsodinium tyrrhenicum,species,0.0811
Zotu1853,2698737,insect,Sar,clade,1,,,,,,,,2.21211E+13,dddddddddddddd,2,1123717,Amphidoma languida,species,0.0281
Zotu1854,2864,insect,Dinophyceae,class,0.9952,,,Dinophyceae,,,,,2.21211E+12,dddddddddddGd,2,407301,Karlodinium veneficum,species,0.0528
Zotu1855,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+21,ddddddddddcddcddddHddd,2,1333877,Brandtodinium nutricula,species,0.1242
Zotu1856,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21211E+14,ddddddddddddddd,2,107757,Gymnodinium aureolum,species,0.0294
Zotu1857,2864,insect,Dinophyceae,class,1,,,Dinophyceae,,,,,2.21211E+14,dddddddddU]dddd,2,327389,Paulsenella vonstoschii,species,0.0674
Zotu1858,65574,insect,Acantharea,class,NA,,,Acantharea,,,,,NA,NA,-1,65574,Acantharea,class,0
Zotu1859,2864,insect,Dinophyceae,class,0.8531,,,Dinophyceae,,,,,2.21211E+15,dddddddddddddddU,2,1486022,Azadinium dexteroporum,species,0.0221
Zotu1860,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2212111112,dddddddddd,2,1249456,Azadinium polongum,species,0.0803
Zotu1861,2759,insect,Eukaryota,superkingdom,1,,,,,,,,22121111122,ddddddddddd,2,66473,Pentapharsodinium tyrrhenicum,species,0.0629
Zotu1862,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+21,ddddddddddcddddddddddd,2,87111,Aplanochytrium kerguelense,species,0.1324
Zotu1863,66470,insect,Lepidodinium,genus,NA,,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Lepidodinium,,NA,NA,-1,66470,Lepidodinium,genus,0.014
Zotu1864,3113,insect,Ulvales,order,NA,Viridiplantae,Chlorophyta,Ulvophyceae,Ulvales,,,,NA,NA,-1,63409,Ulva linza,species,0.0078
Zotu1865,97264,insect,Stenolaemata,class,1,Metazoa,Bryozoa,Stenolaemata,,,,,2.12211E+12,ddddddddddddd,2,134926,Crisia denticulata,species,0.0306
Zotu1866,632149,insect,Azadinium,genus,NA,,,Dinophyceae,Gonyaulacales,Amphidomataceae,Azadinium,,NA,NA,-1,1486022,Azadinium dexteroporum,species,0.0174
Zotu1867,41873,insect,Mamiellaceae,family,0.9985,Viridiplantae,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,,,2.22112E+15,dddddddddddddddd,2,13608,Mantoniella squamata,species,0.0261
Zotu1868,2864,insect,Dinophyceae,class,1,,,Dinophyceae,,,,,2.21211E+16,ddddddddddddddddd,2,66473,Pentapharsodinium tyrrhenicum,species,0.0694
Zotu1869,1206795,insect,Lophotrochozoa,clade,0.9808,Metazoa,,,,,,,2.12211E+19,dddddddddddSdddddddb,2,8058,Merlangius merlangus,species,0.0267
Zotu1870,278117,insect,Hexaconus,genus,NA,,,Acantharea,Arthracanthida,Hexalaspididae,Hexaconus,,NA,NA,-1,278118,Hexaconus serratus,species,0.0155
Zotu1871,33829,insect,Spirotrichea,class,1,,Ciliophora,Spirotrichea,,,,,22112212111,ddddddddddd,2,1606869,Strombidium capitatum,species,0.0282
Zotu1872,116571,insect,Podoplea,superorder,0.9925,Metazoa,Arthropoda,Hexanauplia,,,,,2122121211,ddddddddac,2,2030975,Speleoithona bermudensis,species,0.0514
Zotu1873,131567,insect,cellular organisms,no rank,1,,,,,,,,22122122111,ddddddddddd,3,2483200,Chrysophaeum taylorii,species,0.0299
Zotu1874,33630,insect,Alveolata,clade,1,,,,,,,,2.21211E+13,dddddddddddddd,2,66473,Pentapharsodinium tyrrhenicum,species,0.0462
Zotu1875,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2212111112,dddddUdddd,2,66473,Pentapharsodinium tyrrhenicum,species,0.086
Zotu1876,41873,insect,Mamiellaceae,family,1,Viridiplantae,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,,,2.22112E+15,ddddddddddddddcd,2,296587,Micromonas commoda,species,0.0209
Zotu1877,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+21,dddddddddddddddddddddd,2,35687,Dictyocha speculum,species,0.0952
Zotu1878,2864,insect,Dinophyceae,class,0.9998,,,Dinophyceae,,,,,2.21211E+15,dddddddddddbdddd,2,1655547,Heterocapsa psammophila,species,0.0296
Zotu1879,278117,insect,Hexaconus,genus,NA,,,Acantharea,Arthracanthida,Hexalaspididae,Hexaconus,,NA,NA,-1,278118,Hexaconus serratus,species,0.009
Zotu1880,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+12,dddcddddddddd,3,66473,Pentapharsodinium tyrrhenicum,species,0.0707
Zotu1881,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+11,dddddddddddd,2,1638943,Lankesteria halocynthiae,species,0.0874
Zotu1882,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+21,dddddddddddddddddddddd,3,151027,Cryothecomonas longipes,species,0.0995
Zotu1883,2864,insect,Dinophyceae,class,1,,,Dinophyceae,,,,,2.21211E+16,dddddcddddddddddd,3,46947,Geminigera cryophila,species,0.0555
Zotu1884,418967,insect,Prymnesiaceae,family,NA,,Haptophyta,,Prymnesiales,Prymnesiaceae,,,NA,NA,-1,72548,Prymnesium polylepis,species,0.0149
Zotu1885,2759,insect,Eukaryota,superkingdom,1,,,,,,,,22121111122,ddddddddddd,2,66473,Pentapharsodinium tyrrhenicum,species,0.0516
Zotu1886,2864,insect,Dinophyceae,class,1,,,Dinophyceae,,,,,2.21211E+16,ddddddddddddddddd,2,407301,Karlodinium veneficum,species,0.0264
Zotu1887,6592,insect,Veneridae,family,NA,Metazoa,Mollusca,Bivalvia,Venerida,Veneridae,,,NA,NA,-1,6592,Veneridae,family,0.0065
Zotu1888,39119,insect,Dictyochophyceae,class,1,,,Dictyochophyceae,,,,,2.21221E+13,dddddddddddddd,2,35684,Pseudopedinella elastica,species,0.0325
Zotu1889,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21122E+13,dddddddddddddd,2,434030,Homalogastra setosa,species,0.0491
Zotu1890,40984,insect,Gonyaulacales,order,1,,,Dinophyceae,Gonyaulacales,,,,2.21211E+14,ddddddddddddddd,2,66465,Tripos tenuis,species,0.0227
Zotu1891,2864,insect,Dinophyceae,class,1,,,Dinophyceae,,,,,2.21211E+14,dddddddddddcddd,2,71861,Scrippsiella trochoidea,species,0.0475
Zotu1892,2759,insect,Eukaryota,superkingdom,1,,,,,,,,22121111122,ddddddddddd,2,492573,Prorocentrum fukuyoi,species,0.0385
Zotu1893,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+16,ddddd`ddddddddddd,3,27940,Gloeodinium viscum,species,0.1103
Zotu1894,35140,insect,Chrysochromulina,genus,NA,,Haptophyta,,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,,NA,NA,-1,696961,Chrysochromulina strobilus,species,0.0108
Zotu1895,33630,insect,Alveolata,clade,1,,,,,,,,2.21211E+13,dddddddddddddd,2,66473,Pentapharsodinium tyrrhenicum,species,0.0539
Zotu1896,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21122E+17,dddddddddddddddddd,2,114254,Rhizidiomyces apophysatus,species,0.0747
Zotu1897,355634,insect,Navicula arenaria,species,NA,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula arenaria,NA,NA,-1,355634,Navicula arenaria,species,0
Zotu1898,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21211E+13,dddddddddddddd,2,1196157,Azadinium caudatum var. caudatum,varietas,0.0363
Zotu1899,131567,insect,cellular organisms,no rank,1,,,,,,,,2.21221E+12,dd]dddddddddd,2,87111,Aplanochytrium kerguelense,species,0.0517
Zotu1900,6072,insect,Eumetazoa,clade,0.9997,Metazoa,,,,,,,212212121,ddddddddd,2,1109190,Astericola clausii,species,0.0502
Zotu1901,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21122E+12,ddddddddddddd,2,764486,Melita plumulosa,species,0.0854
Zotu1902,35140,insect,Chrysochromulina,genus,NA,,Haptophyta,,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,,NA,NA,-1,412156,Chrysochromulina leadbeateri,species,0.0085
Zotu1903,1472647,insect,Paragymnodinium,genus,NA,,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Paragymnodinium,,NA,NA,-1,409284,Paragymnodinium shiwhaense,species,0.0138
Zotu1904,2864,insect,Dinophyceae,class,1,,,Dinophyceae,,,,,2.21211E+12,ddddddddddddd,2,858351,Tintinnophagus acutus,species,0.1037
Zotu1905,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2212111112,dddddddddd,2,66473,Pentapharsodinium tyrrhenicum,species,0.0568
Zotu1906,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21122E+21,dddddddddddddddddddddd,2,141414,Strombidinopsis acuminata,species,0.0427
Zotu1907,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.12212E+18,ddddddddddddddddddd,2,1881884,Bathochordaeus charon,species,0.039
Zotu1908,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+19,dddddddddd5dddddddbd,2,46947,Geminigera cryophila,species,0.0975
Zotu1909,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.22112E+16,ddddddddddddddddd,2,160260,Labyrinthuloides yorkensis,species,0.0737
Zotu1910,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2212111112,dddddddddd,2,66473,Pentapharsodinium tyrrhenicum,species,0.0753
Zotu1911,131567,insect,cellular organisms,no rank,1,,,,,,,,212212122,ddddddddd,2,119369,Neocalanus flemingeri,species,0.0351
Zotu1912,2864,insect,Dinophyceae,class,1,,,Dinophyceae,,,,,2.21211E+16,dddddcddddddddddd,2,393032,Ichthyodinium chabelardi,species,0.0705
Zotu1913,363324,insect,Blastodinium,genus,NA,,,Dinophyceae,Blastodiniales,,Blastodinium,,NA,NA,-1,647144,Blastodinium galatheanum,species,0.0087
Zotu1914,2759,insect,Eukaryota,superkingdom,NA,,,,,,,,NA,NA,-1,418964,Prymnesium chiton,species,0.0061
Zotu1915,2864,insect,Dinophyceae,class,1,,,Dinophyceae,,,,,2.21211E+16,ddddddddddddddddd,2,393032,Ichthyodinium chabelardi,species,0.0904
Zotu1916,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.22112E+17,dddddddddddddddddd,2,87111,Aplanochytrium kerguelense,species,0.0407
Zotu1917,35140,insect,Chrysochromulina,genus,NA,,Haptophyta,,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,,NA,NA,-1,412158,Chrysochromulina simplex,species,0.02
Zotu1918,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+12,ddddddddddddd,2,42645,Gnathonemus petersii,species,0.1838
Zotu1919,1,insect,root,no rank,1,,,,,,,,22121222,dddddddd,2,50344,Tityus stigmurus,species,0.138
Zotu1920,211030,insect,Oligotrichia,subclass,NA,,Ciliophora,Spirotrichea,,,,,NA,NA,-1,1537145,Cyrtostrombidium paralongisomum,species,0.0044
Zotu1921,200428,insect,Stypopodium zonale,species,NA,,,Phaeophyceae,Dictyotales,Dictyotaceae,Stypopodium,Stypopodium zonale,NA,NA,-1,200428,Stypopodium zonale,species,0
Zotu1922,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+23,ddddddddddddddd]dddddddd,2,987156,Stylochlamydium venustum,species,0.054
Zotu1923,157684,insect,Karlodinium,genus,NA,,,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,,NA,NA,-1,407301,Karlodinium veneficum,species,0.0189
Zotu1924,3113,insect,Ulvales,order,NA,Viridiplantae,Chlorophyta,Ulvophyceae,Ulvales,,,,NA,NA,-1,111617,Ulva fasciata,species,0.0075
Zotu1925,2944,insect,Prorocentrum,genus,1,,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,,2.21211E+16,dddddddddddddcddd,2,39450,Prorocentrum triestinum,species,0.0224
Zotu1926,35140,insect,Chrysochromulina,genus,NA,,Haptophyta,,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,,NA,NA,-1,412158,Chrysochromulina simplex,species,0.0122
Zotu1927,131567,insect,cellular organisms,no rank,1,,,,,,,,2.22112E+14,ddddddddddddddd,2,885871,Cinachyrella schulzei,species,0.03
Zotu1928,2836,insect,Bacillariophyta,phylum,1,,Bacillariophyta,,,,,,22122121212,ddddddddddd,2,2856,Cylindrotheca closterium,species,0.0623
Zotu1929,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+21,dddd=dddddbddddddddddd,2,44440,Chattonella subsalsa,species,0.0736
Zotu1930,2955,insect,Gymnodinium,genus,NA,,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,,NA,NA,-1,107757,Gymnodinium aureolum,species,0.0154
Zotu1931,33634,insect,Stramenopiles,clade,1,,,,,,,,2.21221E+14,ddddddddddddddd,2,87111,Aplanochytrium kerguelense,species,0.049
Zotu1932,2759,insect,Eukaryota,superkingdom,NA,,,,,,,,NA,NA,-1,93931,Haptolina fragaria,species,0.0074
Zotu1933,41873,insect,Mamiellaceae,family,0.9985,Viridiplantae,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,,,2.22112E+15,ddddddddddddddFd,2,13608,Mantoniella squamata,species,0.0296
Zotu1934,352446,insect,Orthodonellidae,family,NA,,Ciliophora,Nassophorea,Synhymeniida,Orthodonellidae,,,NA,NA,-1,592142,Zosterodasys agamalievi,species,0.0169
Zotu1935,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+22,dddddddddd[dddddddddddd,2,295247,Calyx podatypa,species,0.0956
Zotu1936,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+23,dddddddddddddddddddddddd,2,1655541,Plagiodinium belizeanum,species,0.0812
Zotu1937,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+21,dddddddddddddddddddddd,2,133427,Protoceratium reticulatum,species,0.12
Zotu1938,188977,insect,Protaspis,genus,NA,,Imbricatea,,Thaumatomonadida,Thaumatomastigidae,Protaspis,,NA,NA,-1,361427,Protaspis grandis,species,0.0198
Zotu1939,131567,insect,cellular organisms,no rank,1,,,,,,,,2.21221E+12,ddddddddddddd,2,409284,Paragymnodinium shiwhaense,species,0.068
Zotu1940,363324,insect,Blastodinium,genus,NA,,,Dinophyceae,Blastodiniales,,Blastodinium,,NA,NA,-1,363325,Blastodinium contortum,species,0.0134
Zotu1941,28009,insect,Choanoflagellata,class,1,,,Choanoflagellata,,,,,2.22112E+16,dddddddddddddEddd,2,459534,Didymoeca costata,species,0.0299
Zotu1942,2864,insect,Dinophyceae,class,1,,,Dinophyceae,,,,,2.21211E+12,ddddddddddddd,2,66470,Lepidodinium,genus,0.0348
Zotu1943,1,insect,root,no rank,1,,,,,,,,22121,ddddd,3,1132513,Euduboscquella crenulata,species,0.0981
Zotu1944,210619,insect,Toxarium,genus,NA,,Bacillariophyta,Mediophyceae,Toxariales,Toxariaceae,Toxarium,,NA,NA,-1,1003180,Toxarium hennedyanum,species,0.017
Zotu1945,38832,insect,Micromonas,genus,NA,Viridiplantae,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,,NA,NA,-1,296587,Micromonas commoda,species,0.0168
Zotu1946,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+22,ddddddddddddddd\ddddcdd,2,291030,Thalassiosira concaviuscula,species,0.0918
Zotu1947,2759,insect,Eukaryota,superkingdom,0.9976,,,,,,,,2.21211E+13,dddddddddddddd,2,107757,Gymnodinium aureolum,species,0.0325
Zotu1948,1,insect,root,no rank,1,,,,,,,,22121,ddddd,3,1655541,Plagiodinium belizeanum,species,0.0991
Zotu1949,632149,insect,Azadinium,genus,NA,,,Dinophyceae,Gonyaulacales,Amphidomataceae,Azadinium,,NA,NA,-1,1428570,Azadinium dalianense,species,0.018
Zotu1950,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21211E+12,ddddddddddddd,3,407301,Karlodinium veneficum,species,0.0244
Zotu1951,131567,insect,cellular organisms,no rank,1,,,,,,,,2122121222,dddddddddd,2,119369,Neocalanus flemingeri,species,0.0384
Zotu1952,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.22112E+15,dddddddddddddFdd,3,459534,Didymoeca costata,species,0.0278
Zotu1953,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+21,dddddddddddddZdddddddd,2,66473,Pentapharsodinium tyrrhenicum,species,0.0836
Zotu1954,2836,insect,Bacillariophyta,phylum,1,,Bacillariophyta,,,,,,22122121212,dddddddYddd,2,4773,Schizochytrium aggregatum,species,0.0647
Zotu1955,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2212111112,dddddddddd,2,66473,Pentapharsodinium tyrrhenicum,species,0.0571
Zotu1956,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2212111112,dddddddddd,2,66473,Pentapharsodinium tyrrhenicum,species,0.0712
Zotu1957,1779146,insect,Heteroscleromorpha,subclass,1,Metazoa,Porifera,Demospongiae,,,,,2.22112E+17,ddddddddddddddcddd,2,2259400,Iophon methanophila,species,0.0232
Zotu1958,131567,insect,cellular organisms,no rank,1,,,,,,,,2122121222,dddddddddd,2,119369,Neocalanus flemingeri,species,0.0505
Zotu1959,33674,insect,Thraustochytriaceae,family,NA,,,Bigyra,Thraustochytrida,Thraustochytriaceae,,,NA,NA,-1,160260,Labyrinthuloides yorkensis,species,0.008
Zotu1960,2870,insect,Phaeophyceae,class,NA,,,Phaeophyceae,,,,,NA,NA,-1,2880,Ectocarpus siliculosus,species,0.0053
Zotu1961,116571,insect,Podoplea,superorder,1,Metazoa,Arthropoda,Hexanauplia,,,,,2.12212E+14,ddddddddddddJdd,2,512211,Ameira scotti,species,0.0385
Zotu1962,632149,insect,Azadinium,genus,NA,,,Dinophyceae,Gonyaulacales,Amphidomataceae,Azadinium,,NA,NA,-1,1428570,Azadinium dalianense,species,0.0194
Zotu1963,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+14,ddddddddddddddd,3,200001,Begonia fuchsioides,species,0.1461
Zotu1964,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2212111112,dddddddddd,2,66473,Pentapharsodinium tyrrhenicum,species,0.0624
Zotu1965,116571,insect,Podoplea,superorder,1,Metazoa,Arthropoda,Hexanauplia,,,,,2.12212E+11,ddddddddWddd,2,512226,Eurycletodes laticauda,species,0.0361
Zotu1966,33213,insect,Bilateria,clade,1,Metazoa,,,,,,,2.12211E+18,ddddddddddddddddddd,3,338315,Scomber colias,species,0.0207
Zotu1967,38832,insect,Micromonas,genus,NA,Viridiplantae,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,,NA,NA,-1,296587,Micromonas commoda,species,0.0196
Zotu1968,1003176,insect,Kareniaceae,family,NA,,,Dinophyceae,Gymnodiniales,Kareniaceae,,,NA,NA,-1,1003176,Kareniaceae,family,0.0027
Zotu1969,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21211E+14,ddddddddddddddd,2,407301,Karlodinium veneficum,species,0.0241
Zotu1970,2698737,insect,Sar,clade,0.9981,,,,,,,,2.21211E+14,dddddddddddddcd,2,1428570,Azadinium dalianense,species,0.0274
Zotu1971,3041,insect,Chlorophyta,phylum,NA,Viridiplantae,Chlorophyta,,,,,,NA,NA,-1,262509,Phaeophila dendroides,species,0.0156
Zotu1972,2864,insect,Dinophyceae,class,0.9969,,,Dinophyceae,,,,,2.21211E+15,ddddddddddddd^dd,2,407301,Karlodinium veneficum,species,0.0281
Zotu1973,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+16,ddddd>ddddddddddd,3,393032,Ichthyodinium chabelardi,species,0.0914
Zotu1974,2864,insect,Dinophyceae,class,0.9944,,,Dinophyceae,,,,,2.21211E+17,dddddddddddcdcdbdc,2,1655547,Heterocapsa psammophila,species,0.0223
Zotu1975,2759,insect,Eukaryota,superkingdom,1,,,,,,,,222112121,ddddddddd,3,561169,Rebecca salina,species,0.0388
Zotu1976,2864,insect,Dinophyceae,class,1,,,Dinophyceae,,,,,2.21211E+16,ddddddddddddddddd,2,2038323,Durinskia kwazulunatalensis,species,0.0572
Zotu1977,33829,insect,Spirotrichea,class,1,,Ciliophora,Spirotrichea,,,,,2211221211,dddddddddd,4,1607870,Strombidium paracapitatum,species,0.0206
Zotu1978,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2212111112,dddddddddd,2,66473,Pentapharsodinium tyrrhenicum,species,0.0692
Zotu1979,3113,insect,Ulvales,order,NA,Viridiplantae,Chlorophyta,Ulvophyceae,Ulvales,,,,NA,NA,-1,111617,Ulva fasciata,species,0.0099
Zotu1980,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.22112E+15,dddddddddddddadd,3,459534,Didymoeca costata,species,0.0347
Zotu1981,33630,insect,Alveolata,clade,1,,,,,,,,2.21211E+15,dddddEddddcddddd,2,66473,Pentapharsodinium tyrrhenicum,species,0.0965
Zotu1982,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.22112E+17,dddddddddddddddddd,2,230410,Pirsonia guinardiae,species,0.0458
Zotu1983,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+21,ddddd6dddddddTdddddddd,2,66473,Pentapharsodinium tyrrhenicum,species,0.0819
Zotu1984,3041,insect,Chlorophyta,phylum,1,Viridiplantae,Chlorophyta,,,,,,2.22112E+12,ddddddddddddd,2,38833,Micromonas pusilla,species,0.037
Zotu1985,496429,insect,Gellius,subgenus,NA,Metazoa,Porifera,Demospongiae,Haplosclerida,Chalinidae,Haliclona,,NA,NA,-1,1385777,Haliclona amboinensis,species,0.0052
Zotu1986,363324,insect,Blastodinium,genus,NA,,,Dinophyceae,Blastodiniales,,Blastodinium,,NA,NA,-1,363324,Blastodinium,genus,0.0027
Zotu1987,2864,insect,Dinophyceae,class,1,,,Dinophyceae,,,,,2.21211E+15,dddddddddddddddd,2,1428570,Azadinium dalianense,species,0.0261
Zotu1988,33630,insect,Alveolata,clade,1,,,,,,,,2.21211E+13,dddddddddddddd,2,66473,Pentapharsodinium tyrrhenicum,species,0.0533
Zotu1989,33630,insect,Alveolata,clade,1,,,,,,,,2.21211E+12,ddddddddddddd,2,66473,Pentapharsodinium tyrrhenicum,species,0.0486
Zotu1990,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2212111112,dddddddddd,2,66473,Pentapharsodinium tyrrhenicum,species,0.0759
Zotu1991,2759,insect,Eukaryota,superkingdom,0.9777,,,,,,,,2.21212E+20,ddddddddddddddddddZdb,2,1151059,Psammosa pacifica,species,0.1019
Zotu1992,73028,insect,Prymnesiales,order,NA,,Haptophyta,,Prymnesiales,,,,NA,NA,-1,418964,Prymnesium chiton,species,0.0121
Zotu1993,38832,insect,Micromonas,genus,NA,Viridiplantae,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,,NA,NA,-1,296587,Micromonas commoda,species,0.0189
Zotu1994,131567,insect,cellular organisms,no rank,1,,,,,,,,2.22112E+11,dddddddddddd,2,178514,Amphimedon compressa,species,0.0213
Zotu1995,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+22,ddddddddddddddddddddddd,2,235516,Pogonus chalceus,species,0.1085
Zotu1996,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+21,dddddddddddddddddddddd,3,6063,Halichondria panicea,species,0.0854
Zotu1997,13675,insect,Scomber,genus,NA,Metazoa,Chordata,Actinopteri,Scombriformes,Scombridae,Scomber,,NA,NA,-1,338315,Scomber colias,species,0.0127
Zotu1998,6072,insect,Eumetazoa,clade,1,Metazoa,,,,,,,2122121212,ddddddddcd,2,1109190,Astericola clausii,species,0.0394
Zotu1999,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+15,dddddddddddddddd,2,65574,Acantharea,class,0.0644
Zotu2000,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2212111112,dddddddddd,2,66473,Pentapharsodinium tyrrhenicum,species,0.0503
Zotu2001,46599,insect,Spionidae,family,NA,Metazoa,Annelida,Polychaeta,Spionida,Spionidae,,,NA,NA,-1,507531,Aurospio dibranchiata,species,0.0133
Zotu2002,2864,insect,Dinophyceae,class,1,,,Dinophyceae,,,,,2.21211E+12,ddddddddddddd,2,66470,Lepidodinium,genus,0.0267
Zotu2003,131567,insect,cellular organisms,no rank,1,,,,,,,,22211212,dddddddd,3,479639,Hippospongia lachne,species,0.0519
Zotu2004,2698737,insect,Sar,clade,0.9528,,,,,,,,2.21211E+13,ddddddddddddd_,2,107757,Gymnodinium aureolum,species,0.0348
Zotu2005,131567,insect,cellular organisms,no rank,1,,,,,,,,212212122,ddddddddd,2,248469,Pareucalanus attenuatus,species,0.0562
Zotu2006,2759,insect,Eukaryota,superkingdom,NA,,,,,,,,NA,NA,-1,418964,Prymnesium chiton,species,0.0145
Zotu2007,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+23,ddddd?ddddcddddddddddddd,2,66473,Pentapharsodinium tyrrhenicum,species,0.0679
Zotu2008,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+23,dddddddddddddddddddddddd,2,987156,Stylochlamydium venustum,species,0.052
Zotu2009,2759,insect,Eukaryota,superkingdom,0.9916,,,,,,,,2.21211E+14,ddddddddddddddc,2,1196158,Azadinium caudatum var. margalefii,varietas,0.0397
Zotu2010,33630,insect,Alveolata,clade,1,,,,,,,,2.21211E+13,dddddddddddddd,2,66473,Pentapharsodinium tyrrhenicum,species,0.0526
