representative,taxID,id_method,taxon,rank,score,kingdom,phylum,class,order,family,genus,species,path,scores,reason,NNtaxID,NNtaxon,NNrank,NNdistance
Zotu4755,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11111E+23,ddd^dddddVddddddddddcdWd,2,35198,Phacelocarpus peperocarpos,species,0.1368
Zotu4756,2759,insect,Eukaryota,superkingdom,0.5861,,,,,,,,1.11222E+20,dddddddbdddddddddddd;,2,252563,Discodoris confusa,species,0.1523
Zotu4757,1,insect,root,no rank,1,,,,,,,,,,2,1736779,Californiconus californicus,species,0.1776
Zotu4758,1,insect,root,no rank,1,,,,,,,,,,2,1601828,Mycetophila lunata,species,0.1857
Zotu4759,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11111E+13,dddddddddddd_d,2,227226,Nycticryphes semicollaris,species,0.1938
Zotu4760,1,insect,root,no rank,1,,,,,,,,,,2,168724,Chrysaora melanaster,species,0.1792
Zotu4761,2830,insect,Haptophyceae,class,1,,,Haptophyceae,,,,,1.11222E+16,ddddddddddddddddd,2,299206,Leucocryptos marina,species,0.1303
Zotu4762,131567,insect,cellular organisms,no rank,1,,,,,,,,1.11111E+18,dddddddddaddQdddddd,2,334625,Oppiella nova,species,0.1747
Zotu4763,2759,insect,Eukaryota,superkingdom,0.9997,,,,,,,,1.11222E+12,dddddddddd7dd,2,707994,Phytopythium kandeliae,species,0.0928
Zotu4764,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11111E+21,dddWdddddcddddddddddLd,2,12928,Alviniconcha hessleri,species,0.1376
Zotu4765,1,insect,root,no rank,1,,,,,,,,,,2,149960,Partula taeniata,species,0.1421
Zotu4766,2759,insect,Eukaryota,superkingdom,0.9855,,,,,,,,1.11222E+14,dddddddddddcddc,2,69654,Nerita atramentosa,species,0.1531
Zotu4767,6072,insect,Eumetazoa,no rank,0.9997,Metazoa,,,,,,,1.11222E+20,dddddddddddMdddddbddd,2,603490,Baetis foemina,species,0.1262
Zotu4768,33634,insect,Stramenopiles,no rank,0.9998,,,,,,,,1.11222E+15,dddddddddddddbcd,2,707994,Phytopythium kandeliae,species,0.0945
Zotu4769,2759,insect,Eukaryota,superkingdom,0.9999,,,,,,,,1.11222E+20,ddddZddIdddRdddddbddd,2,1642465,Phytophthora castaneae,species,0.1205
Zotu4770,2759,insect,Eukaryota,superkingdom,0.5861,,,,,,,,1.11222E+20,dddddddbdddddddddddd;,2,52928,Nerita albicilla,species,0.1287
Zotu4771,35131,insect,Labyrinthulomycetes,class,1,,,Labyrinthulomycetes,,,,,1.11222E+16,bdddddddddddddddd,2,335531,Nerita balteata,species,0.1181
Zotu4772,1,insect,root,no rank,NA,,,,,,,,NA,NA,9,1736779,Californiconus californicus,species,0.1842
Zotu4773,2836,insect,Bacillariophyta,phylum,0.9828,,Bacillariophyta,,,,,,1.11222E+14,ddddddddddddddb,2,2004824,Vibrissina robertwellsi,species,0.0945
Zotu4774,1,insect,root,no rank,NA,,,,,,,,NA,NA,8,220873,Tegillarca granosa,species,0.1358
Zotu4775,2830,insect,Haptophyceae,class,1,,,Haptophyceae,,,,,1.11222E+16,dddddddddddd`dddd,2,398740,Scutus breviculus,species,0.1059
Zotu4776,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+15,dddddddddddddddd,2,1349637,Prodotia iostoma,species,0.1002
Zotu4777,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+18,dddddddRdddYddddddd,2,406007,Turbo sarmaticus,species,0.1303
Zotu4778,33317,insect,Protostomia,no rank,1,Metazoa,,,,,,,2.22122E+16,ddd;d\]dd\AddddZd,2,1384598,Drosophila inca,species,0.1075
Zotu4779,1,insect,root,no rank,1,,,,,,,,,,2,168724,Chrysaora melanaster,species,0.1812
Zotu4780,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11111E+21,dddWdddddcddddddddddLd,2,1934718,Reticunassa crenulicostata,species,0.1311
Zotu4781,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+15,dddddddcddddPddd,2,1874345,Sagaminopteron multimaculatum,species,0.1238
Zotu4782,2953,insect,Gymnodiniales,order,1,,,Dinophyceae,Gymnodiniales,,,,1.11111E+15,dddddddddddddddd,2,387435,Takayama acrotrocha,species,0.029
Zotu4783,33634,insect,Stramenopiles,no rank,0.5573,,,,,,,,1.11222E+14,dddddddddddddb8,2,458526,Dardanus lagopodes,species,0.1107
Zotu4784,1,insect,root,no rank,NA,,,,,,,,NA,NA,8,39447,Gymnodinium catenatum,species,0.1232
Zotu4785,2759,insect,Eukaryota,superkingdom,0.7951,,,,,,,,1.11222E+20,dddddddcddddddddddddP,2,1633617,Laevocnus leoninus,species,0.1246
Zotu4786,33213,insect,Bilateria,no rank,1,Metazoa,,,,,,,1.11111E+21,ddd]ddddddddddddddddGd,2,878998,Stenus flavipes,species,0.1392
Zotu4787,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11111E+13,dddddddddddddd,2,703021,Cochliopodium actinophorum,species,0.127
Zotu4788,2864,insect,Dinophyceae,class,1,,,Dinophyceae,,,,,1.11111E+12,ddddddddddddd,2,133427,Protoceratium reticulatum,species,0.0528
Zotu4789,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11111E+21,dddOdddddcdddddddddd^d,2,1701732,Caucasotachea vindobonensis,species,0.136
Zotu4790,2759,insect,Eukaryota,superkingdom,0.9135,,,,,,,,1.11222E+12,ddddcddddddd[,2,337810,Oratosquilla oratoria,species,0.1099
Zotu4791,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11111E+21,dddWdddddcddddddddddLd,2,1527573,Acasta sulcata,species,0.1384
Zotu4792,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11111E+23,dddadddddadddddddddddd\d,2,1648030,Triticinae,subtribe,0.1433
Zotu4793,2759,insect,Eukaryota,superkingdom,0.8403,,,,,,,,1.11222E+13,ddddddddddcbdT,2,877901,Cercyon marinus,species,0.1392
Zotu4794,2759,insect,Eukaryota,superkingdom,0.7672,,,,,,,,1.11222E+14,cdddddddddcdcdM,2,1209993,Amphiduros pacificus,species,0.1254
Zotu4795,1,insect,root,no rank,1,,,,,,,,,,2,6151,Eunicella,genus,0.1907
Zotu4796,2759,insect,Eukaryota,superkingdom,1,,,,,,,,11122222122,dddddddLddd,2,2893,Petalonia fascia,species,0.1291
Zotu4797,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+15,dddddddddddddddd,2,881674,Corimelaena incognita,species,0.1254
Zotu4798,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+18,dddddddRdddYddddddd,2,929462,Pteraeolidia ianthina,species,0.1156
Zotu4799,2759,insect,Eukaryota,superkingdom,1,,,,,,,,11122221121,ddd;dddGddd,2,1933386,Pagurus aleuticus,species,0.114
Zotu4800,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+14,ddddddddddddddd,2,319519,Leptofauchea pacifica,species,0.1376
Zotu4801,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+15,dddddddddddddddd,2,1981004,Columbella rustica,species,0.1262
Zotu4802,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11111E+21,dddZdddddbddddddddddcd,2,499936,Chlorostoma lischkei,species,0.1278
Zotu4803,2759,insect,Eukaryota,superkingdom,0.9998,,,,,,,,1111112212,dddddddddd,2,379413,Leucocytozoon majoris,species,0.1595
Zotu4804,1,insect,root,no rank,1,,,,,,,,,,2,442698,Vimineoleathesia japonica,species,0.1521
Zotu4805,33213,insect,Bilateria,no rank,0.9735,Metazoa,,,,,,,1.11111E+20,ddd_dddddddddddddddda,2,499936,Chlorostoma lischkei,species,0.1498
Zotu4806,1,insect,root,no rank,1,,,,,,,,,,2,1431346,Eimeria innocua,species,0.1776
Zotu4807,2830,insect,Haptophyceae,class,1,,,Haptophyceae,,,,,1.11222E+16,ddddddddddddddddd,2,313632,Neritina canalis,species,0.127
Zotu4808,2759,insect,Eukaryota,superkingdom,0.5861,,,,,,,,1.11222E+20,dddddddbdddddddddddd;,2,52928,Nerita albicilla,species,0.1221
Zotu4809,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11111E+21,ddd\ddddddddddddddddbd,2,28867,Gelidiella acerosa,species,0.1368
Zotu4810,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+13,NdddddddddBJdd,2,110193,Nicrophorus vespilloides,species,0.0888
Zotu4811,33634,insect,Stramenopiles,no rank,0.9789,,,,,,,,1.11222E+14,dddddddddddddcb,2,126844,Phytopythium helicoides,species,0.1181
Zotu4812,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+18,ddddddd]dddbddddddd,2,942651,Polymastia boletiformis,species,0.1221
Zotu4813,2759,insect,Eukaryota,superkingdom,0.9921,,,,,,,,1.11222E+14,dddbdddddddQddc,2,619971,Babylonia zeylanica,species,0.1523
Zotu4814,2953,insect,Gymnodiniales,order,1,,,Dinophyceae,Gymnodiniales,,,,1.11111E+14,ddddddddddd6ddd,2,2924,Alexandrium,genus,0.0274
Zotu4815,2759,insect,Eukaryota,superkingdom,0.5861,,,,,,,,1.11222E+20,dddddddbdddddddddddd;,2,1840779,Discodoris hummelincki,species,0.16
Zotu4816,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11111E+18,dddddddddQddddddddd,2,208518,Xiphinema americanum,species,0.1303
Zotu4817,1,insect,root,no rank,1,,,,,,,,,,4,28379,Faxonius limosus,species,0.1518
Zotu4818,1,insect,root,no rank,1,,,,,,,,,,4,10195,Brachionus plicatilis,species,0.1979
Zotu4819,2759,insect,Eukaryota,superkingdom,0.5861,,,,,,,,1.11222E+20,dddddddbdddddddddddd;,2,52928,Nerita albicilla,species,0.1156
Zotu4820,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11111E+21,dddddddddcdddddddddddd,2,1848272,Rhodymenia womersleyi,species,0.1504
Zotu4821,33634,insect,Stramenopiles,no rank,0.9973,,,,,,,,1.11222E+14,ddddddddddBbddd,2,1662242,Runcinida marisae,species,0.1059
Zotu4822,2172821,insect,Multicrustacea,superclass,0.9988,Metazoa,Arthropoda,,,,,,1.11222E+13,dcdddddddddddd,2,1519790,Conasprella alisi,species,0.1311
Zotu4823,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+15,dddddddddddddddd,2,596297,Pythium oopapillum,species,0.1344
Zotu4824,33634,insect,Stramenopiles,no rank,0.9998,,,,,,,,1.11222E+15,ddddddddddddda`d,2,124279,Alcyonium coralloides,species,0.123
Zotu4825,131567,insect,cellular organisms,no rank,1,,,,,,,,1.11111E+17,dddddddddbdddddddd,2,999276,Pleuroloba quoyi,species,0.14
Zotu4826,2759,insect,Eukaryota,superkingdom,0.7051,,,,,,,,1.11222E+13,dddddddddddddG,2,294761,Fahrenholzia pinnata,species,0.1419
Zotu4827,2864,insect,Dinophyceae,class,0.9629,,,Dinophyceae,,,,,1.11111E+11,ddddddddddd`,2,133427,Protoceratium reticulatum,species,0.0702
Zotu4828,1,insect,root,no rank,1,,,,,,,,,,3,1334145,Notogynaphallia sexstriata,species,0.2707
Zotu4829,131567,insect,cellular organisms,no rank,1,,,,,,,,111111121,ddddddcdd,2,689363,Nephroisospora eptesici,species,0.1658
Zotu4830,238053,insect,Acanthurus olivaceus,species,NA,Metazoa,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus olivaceus,NA,NA,-1,238053,Acanthurus olivaceus,species,0
Zotu4831,1,insect,root,no rank,1,,,,,,,,,,2,1601828,Mycetophila lunata,species,0.1855
Zotu4832,33850,insect,Bacillariophycidae,no rank,1,,Bacillariophyta,Bacillariophyceae,,,,,1.11222E+15,dddddddddddddddd,2,1838256,Pustulatirus praestantior,species,0.1205
Zotu4833,2759,insect,Eukaryota,superkingdom,1,,,,,,,,11122221121,ddd;dddGddd,2,1234972,Cambarincola ingens,species,0.1189
Zotu4834,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+15,dddddddddddddddd,2,1079959,Thais scalaris,species,0.1278
Zotu4835,2759,insect,Eukaryota,superkingdom,0.9997,,,,,,,,1.11222E+13,dddddddddddddd,2,229534,Caldesia oligococca,species,0.1221
Zotu4836,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+18,dddddddRdddYddddddd,2,631452,Monomastix minuta,species,0.1254
Zotu4837,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+15,dddddddddddd^ddd,2,128015,Platynothrus peltifer,species,0.1474
Zotu4838,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+15,dddddddddddddddd,2,35122,Macrocystis pyrifera,species,0.1181
Zotu4839,467778,insect,Pseudochattonella,genus,1,,,Dictyochophyceae,Florenciellales,,Pseudochattonella,,1.11222E+16,ddddddddddddddd_d,0,324337,Hynobius hidamontanus,species,0.1344
Zotu4840,2759,insect,Eukaryota,superkingdom,0.9989,,,,,,,,1.11222E+18,dddddddbdddaddcdddd,2,1296390,Odontonia sibogae,species,0.1531
Zotu4841,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11111E+21,dddWdddddcddddddddddLd,2,12928,Alviniconcha hessleri,species,0.1254
Zotu4842,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+14,ddddddddddddddd,2,265991,Iberus gualtieranus,species,0.1474
Zotu4843,1,insect,root,no rank,1,,,,,,,,,,2,1793162,Stauridiosarsia cliffordi,species,0.1798
Zotu4844,1,insect,root,no rank,NA,,,,,,,,NA,NA,8,1234973,Cambarincola macrodontus,species,0.1495
Zotu4845,2759,insect,Eukaryota,superkingdom,1,,,,,,,,11122221121,ddd;dddGddd,2,1234972,Cambarincola ingens,species,0.1197
Zotu4846,2759,insect,Eukaryota,superkingdom,1,,,,,,,,11122222122,ddd4ddd\ddd,2,692422,Baetis phoebus,species,0.149
Zotu4847,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+15,dddddddddddddddd,2,1225255,Lecane bulla AEG10,species,0.1418
Zotu4848,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+15,dddddddddddddddd,2,1077844,Nigrobaetis digitatus,species,0.136
Zotu4849,2830,insect,Haptophyceae,class,1,,,Haptophyceae,,,,,1.11222E+16,ddddddddddddcdddd,2,308567,Bougainvillia muscus,species,0.127
Zotu4850,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+15,dddddddddddddddd,2,49087,Euperipatoides rowelli,species,0.1205
Zotu4851,1,insect,root,no rank,1,,,,,,,,,,2,499936,Chlorostoma lischkei,species,0.1834
Zotu4852,1,insect,root,no rank,1,,,,,,,,,,2,278202,Astartidae,family,0.1581
Zotu4853,1,insect,root,no rank,1,,,,,,,,,,2,167014,Scapharca satowi,species,0.1846
Zotu4854,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+15,dddddddddddddddd,2,37099,Isochrysis galbana,species,0.127
Zotu4855,1003176,insect,Kareniaceae,family,NA,,,Dinophyceae,Gymnodiniales,Kareniaceae,,,NA,NA,-1,387435,Takayama acrotrocha,species,0.0056
Zotu4856,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+17,dddddddddddddddbdd,2,622399,Amblyeleotris periophthalma,species,0.1629
Zotu4857,1,insect,root,no rank,1,,,,,,,,,,2,1780114,Micropontica circassica,species,0.1893
Zotu4858,1,insect,root,no rank,1,,,,,,,,,,4,1736779,Californiconus californicus,species,0.154
Zotu4859,2759,insect,Eukaryota,superkingdom,0.9998,,,,,,,,1111112212,dddddddddd,2,1287513,Facelina annulicornis,species,0.1987
Zotu4860,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11111E+21,dddWdddddcddddddddddLd,2,168673,Liberonautes latidactylus,species,0.1449
Zotu4861,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11111E+21,dddWdddddcddddddddddLd,2,473954,Conasprella orbignyi,species,0.136
Zotu4862,2759,insect,Eukaryota,superkingdom,0.7504,,,,,,,,1.11222E+12,cddddddddddGK,2,1928779,Symploce torchaceus,species,0.1002
Zotu4863,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11111E+19,dddddddddTdddddddddd,2,35147,Wildemania miniata,species,0.1344
Zotu4864,1,insect,root,no rank,1,,,,,,,,,,2,262512,Patelloida conulus,species,0.1876
Zotu4865,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11111E+21,dddPddddd]ddddddddddcd,2,260093,Helminthocladia australis,species,0.1466
Zotu4866,2759,insect,Eukaryota,superkingdom,1,,,,,,,,11122221121,ddd;dddGddd,2,1162617,Hediste diadroma,species,0.1221
Zotu4867,1,insect,root,no rank,1,,,,,,,,,,2,209631,Acrochaetium secundatum,species,0.1807
Zotu4868,1,insect,root,no rank,1,,,,,,,,,,2,64931,Splachnidium rugosum,species,0.1809
Zotu4869,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+15,dddddddddddddddd,2,28835,Cepaea nemoralis,species,0.123
Zotu4870,1,insect,root,no rank,1,,,,,,,,,,2,497894,Salpingogaster pygophora,species,0.1984
Zotu4871,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+12,dddddddAddd>d,2,1717555,Habropogon capensis,species,0.1164
Zotu4872,1,insect,root,no rank,1,,,,,,,,,,4,51695,Chlamydomonas incerta,species,0.2379
Zotu4873,1,insect,root,no rank,NA,,,,,,,,NA,NA,8,632149,Azadinium,genus,0.0354
Zotu4874,2759,insect,Eukaryota,superkingdom,1,,,,,,,,11122221121,ddd;dddGddd,2,314505,Orthopyxis everta,species,0.1181
Zotu4875,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+15,adddcdd3ddddVddd,2,411429,Anelosimus jucundus,species,0.1168
Zotu4876,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11111E+21,dddWdddddcddddddddddLd,2,473954,Conasprella orbignyi,species,0.1262
Zotu4877,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+18,dddddddRdddYddddddd,2,157145,Thuridilla bayeri,species,0.1197
Zotu4878,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11111E+23,dddbdddddUdddddddddddd]d,2,137621,Arcyria cinerea,species,0.123
Zotu4879,1,insect,root,no rank,1,,,,,,,,,,2,316219,Rhizophysa eysenhardti,species,0.1927
Zotu4880,2802,insect,Ceramiales,order,0.5402,,,Florideophyceae,Ceramiales,,,,1.11221E+15,ddddddddAddddLd6,2,1005973,Polysiphonia hemisphaerica,species,0.0733
Zotu4881,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+18,dddddddcdddLddddddd,2,1287638,Fiona pinnata,species,0.1295
Zotu4882,2759,insect,Eukaryota,superkingdom,1,,,,,,,,11122222122,dddddddJddd,2,2047715,Sperchon plumifer,species,0.1547
Zotu4883,365158,insect,Palola,genus,1,Metazoa,Annelida,Polychaeta,Eunicida,Eunicidae,Palola,,2.22221E+25,dddadddKd?dddddddddddddddd,0,759327,Palola viridis,species,0.101
Zotu4884,1,insect,root,no rank,1,,,,,,,,,,2,475993,Polymastia corticata,species,0.1749
Zotu4885,66791,insect,Gonyaulax spinifera,species,NA,,,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Gonyaulax,Gonyaulax spinifera,NA,NA,-1,66791,Gonyaulax spinifera,species,0
Zotu4886,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11111E+21,dddCddddd[ddddddddddad,2,28860,Pterocladiella melanoidea,species,0.1352
Zotu4887,131567,insect,cellular organisms,no rank,0.9999,,,,,,,,1.11111E+12,ddddddddddddd,2,27807,Geukensia demissa,species,0.1199
Zotu4888,6960,insect,Hexapoda,subphylum,1,Metazoa,Arthropoda,,,,,,2.22221E+15,dddCdddddd`d^dbd,2,173049,Cryptops parisi,species,0.1368
Zotu4889,1,insect,root,no rank,1,,,,,,,,,,2,145553,Partula,genus,0.1931
Zotu4890,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11111E+19,dddcdddddddddddddddd,2,168724,Chrysaora melanaster,species,0.1645
Zotu4891,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11111E+21,dddWdddddcddddddddddLd,2,1468493,Fluviopupa riva,species,0.1449
Zotu4892,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+15,dddddddddddd4ddd,2,28867,Gelidiella acerosa,species,0.1563
Zotu4893,131567,insect,cellular organisms,no rank,1,,,,,,,,1.11111E+17,dddddddddddddddddd,2,400838,Pelagia noctiluca,species,0.1412
Zotu4894,2759,insect,Eukaryota,superkingdom,0.9999,,,,,,,,1.11222E+15,ddddddddddddcddd,2,1956325,Miturga lineata,species,0.1067
Zotu4895,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+14,ddddddddddddddd,2,986334,Echinogorgia complexa,species,0.105
Zotu4896,2759,insect,Eukaryota,superkingdom,0.8359,,,,,,,,1.11222E+20,ddddddd[ddddddddddddT,2,1902869,Orphnurgus glaber,species,0.1376
Zotu4897,116167,insect,Sessilia,order,1,Metazoa,Arthropoda,Hexanauplia,Sessilia,,,,2.22221E+17,dddXddddddddcddddd,2,432346,Wanella milleporae,species,0.1018
Zotu4898,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+15,dddddddddddddddd,2,1286864,Opisthostoma paulucciae,species,0.1213
Zotu4899,2864,insect,Dinophyceae,class,0.9925,,,Dinophyceae,,,,,1.11111E+11,dddddddddddc,2,89957,Polarella glacialis,species,0.1153
Zotu4900,33213,insect,Bilateria,no rank,1,Metazoa,,,,,,,1.11111E+21,ddd]ddddddddddddddddGd,2,175861,Physa jennessi,species,0.1384
Zotu4901,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11111E+21,dddWdddddcddddddddddLd,2,2039667,Antireicheia debeckeri,species,0.1311
Zotu4902,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+15,dddddddddddddddd,2,905936,Stramonita floridana,species,0.1539
Zotu4903,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11111E+21,dddYddddd\dddddddddddd,2,571821,Athyonidium chilensis,species,0.1433
Zotu4904,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+15,dddddddddddddddd,2,2787,Porphyra purpurea,species,0.1653
Zotu4905,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11111E+23,dddSddddddddddddddddbdHd,2,35198,Phacelocarpus peperocarpos,species,0.1311
Zotu4906,1,insect,root,no rank,1,,,,,,,,,,2,1277934,Lithothamnion corallioides,species,0.1845
Zotu4907,1,insect,root,no rank,1,,,,,,,,,,4,34183,Clintonia borealis,species,0.2096
Zotu4908,478264,insect,Mithrodia,genus,NA,Metazoa,Echinodermata,Asteroidea,Spinulosida,Mithrodiidae,Mithrodia,,NA,NA,-1,1316092,Mithrodia bradleyi,species,0.0195
Zotu4909,2759,insect,Eukaryota,superkingdom,0.9999,,,,,,,,1.11222E+15,adddaddAddddFddd,2,1588904,Pythium junctum,species,0.1311
Zotu4910,1,insect,root,no rank,1,,,,,,,,,,2,491807,Lecane luna,species,0.1848
Zotu4911,2759,insect,Eukaryota,superkingdom,1,,,,,,,,11122221121,dddLddd^ddd,2,1710579,Malthodes canadensis,species,0.1466
Zotu4912,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+15,ddddddddddddcddd,2,263142,Cinachyrella apion,species,0.1547
Zotu4913,2836,insect,Bacillariophyta,phylum,1,,Bacillariophyta,,,,,,1.11222E+16,ddddddddddddddddd,2,1429247,Skeletonema potamos,species,0.1205
Zotu4914,2759,insect,Eukaryota,superkingdom,0.5039,,,,,,,,1.11222E+14,dddddddddddd>a2,2,442698,Vimineoleathesia japonica,species,0.1103
Zotu4915,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11111E+19,dddddddddddddddddEdd,2,654601,Pagurus prideaux,species,0.1254
Zotu4916,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+15,dddddddddddddddd,2,97227,Gomphonema parvulum,species,0.1352
Zotu4917,33634,insect,Stramenopiles,no rank,0.9984,,,,,,,,1.11222E+15,dddddddddddddcdd,2,159642,Bulinus tropicus,species,0.1006
Zotu4918,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+14,ddddddddddddddd,2,658859,Cerithidea californica,species,0.1848
Zotu4919,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+14,dddddddddddcddd,2,184214,Aurelia labiata,species,0.1344
Zotu4920,1,insect,root,no rank,NA,,,,,,,,NA,NA,8,237413,Catostylus mosaicus,species,0.1848
Zotu4921,2759,insect,Eukaryota,superkingdom,1,,,,,,,,11122221121,ddddddddddd,2,1141738,Bossiella frondescens,species,0.1327
Zotu4922,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+15,dddddddddddddddd,2,1981007,Columbella xiphitella,species,0.105
Zotu4923,2759,insect,Eukaryota,superkingdom,0.9841,,,,,,,,1.11222E+14,dddbddddddd<ddb,2,52638,Gammarus fossarum,species,0.1572
Zotu4924,2759,insect,Eukaryota,superkingdom,1,,,,,,,,11122222122,dddddddYddd,2,74381,Undaria pinnatifida,species,0.1258
Zotu4925,2830,insect,Haptophyceae,class,1,,,Haptophyceae,,,,,1.11222E+16,ddddddddddddddddd,2,1235672,Matuta planipes,species,0.158
Zotu4926,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+15,dddddddddddddddd,2,603474,Ameletus tertius,species,0.1327
Zotu4927,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11111E+23,ddd^dddddVddddddddddcdWd,2,529728,Jujubinus suturalis,species,0.127
Zotu4928,2759,insect,Eukaryota,superkingdom,1,,,,,,,,11122221121,ddd;dddGddd,2,1933386,Pagurus aleuticus,species,0.1181
Zotu4929,33634,insect,Stramenopiles,no rank,0.9043,,,,,,,,1.11222E+14,dddddddddddddbZ,2,35684,Pseudopedinella elastica,species,0.123
Zotu4930,2759,insect,Eukaryota,superkingdom,1,,,,,,,,11122222122,ddd4ddd\ddd,2,563042,Dacus frontalis,species,0.1295
Zotu4931,1,insect,root,no rank,1,,,,,,,,,,3,1517492,Globodera ellingtonae,species,0.284
Zotu4932,1,insect,root,no rank,1,,,,,,,,,,4,55501,Triglochin maritima,species,0.1841
Zotu4933,2759,insect,Eukaryota,superkingdom,1,,,,,,,,11122222122,dddddddRddd,2,248199,Ameletus celer,species,0.1466
Zotu4934,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11111E+21,dddWdddddcddddddddddLd,2,12928,Alviniconcha hessleri,species,0.136
Zotu4935,2759,insect,Eukaryota,superkingdom,0.9815,,,,,,,,1.11111E+23,ddd\dddddOdddddddWdddddb,2,1416578,Cyclocoeloma tuberculata,species,0.127
Zotu4936,33213,insect,Bilateria,no rank,1,Metazoa,,,,,,,1.11111E+21,ddd^ddddddddddddddddLd,2,39572,Meiodiscus spetsbergensis,species,0.1327
Zotu4937,1,insect,root,no rank,1,,,,,,,,,,4,55464,Hydrocharis morsus-ranae,species,0.1902
Zotu4938,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11111E+23,ddd_dddddcdddddddddddd4d,2,1904551,Paragomphus capricornis,species,0.1327
Zotu4939,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+18,dddddddJdddcddddddd,2,184214,Aurelia labiata,species,0.1205
Zotu4940,2759,insect,Eukaryota,superkingdom,1,,,,,,,,11122221121,ddd;dddGddd,2,58798,Calicogorgia granulosa,species,0.1164
Zotu4941,1,insect,root,no rank,1,,,,,,,,,,2,929462,Pteraeolidia ianthina,species,0.1863
